,BZPIIPCY,BZPIIPCM,IPTNDURT,IPTNSDUT,IPTNNDUT,IPTNSRVT,IPTNRITW,BZPIIPYO,BZPIIPMO,IBREGPMY,IBREGPMM,BRCOINDX,BZSTSETA,BZDIOVRA,BZACCETP,GEBR10Y,EURBRL,BZGDQOQ%,GDPGABRA,GDCCPBRA,BZEAMOM%,BZEASA,BRSRTTSV,BRSRTTVM,BZIPTLSA,BZIPTL%,BZRTRTSA,BZRTRETM,BRLFUNRT,BRLFEMPL,BRLFTNIN,FGVSCOSA,BZFGCCSA,FGVBICSA,FGVIINSA,FGVACOSA,FGVCCOSA
1990-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-11-30,2101.34,16.81,,,,,,,,2144.02,16.86,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,1620.97,18.44,,,,,,,,1699.7,18.0,,,,,,,,-4.35,2593.0,,,,,,,,,,,,,,,,,
1991-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-31,1140.27,20.75,,,,,,,,1211.94,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02-28,752.02,20.72,,,,,,,,775.79,21.02,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-31,422.84,11.92,,,,,,,,419.85,9.19,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-30,375.18,4.99,,,,,,,,336.65,7.81,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-31,374.48,7.43,,,,,,,,343.05,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,372.1,11.19,,,,,,,,337.18,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-31,369.96,12.41,,,,,,,,341.9,13.22,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08-31,381.41,15.63,,,,,,,,348.25,15.25,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
